SiteID,BRLat,BRLong,StreamName,Program
BLM14-9407,38.741097,-108.396358,Little Dominguez Creek,BLM
BLM14-9423,38.361348,-108.56143,Tabeguache Creek,BLM
BLM14-9429,39.469656,-108.77059,East Salt Creek,BLM
BLM14-9442,38.295691,-108.939218,"Sal Creek, La",BLM
BLM14-9445,39.809717,-108.65575,NA,BLM
BLM14-9402,40.037609,-108.259491,Piceance Creek,BLM
BLM14-9406,40.549198,-108.424524,Little Snake River,BLM
BLM14-9403,38.710261,-108.858794,Ute Creek,BLM
BLM14-9413,39.594996,-108.969393,NA,BLM
BLM14-9425,38.461758,-107.684797,Cedar Creek,BLM
BLM14-9430,38.945104,-108.029096,Dirty George Creek,BLM
BLM14-9439,38.413688,-108.117052,West Fork Dry Creek,BLM
BLM14-9441,39.549796,-107.957924,First Anvil Creek,BLM
BLM13-3009,38.608161,-105.130834,Eightmile Creek,BLM
BLM13-3027,37.849029,-107.583031,NA,BLM
BLM13-3095,37.667002,-105.20078,Spring Branch,BLM
BLM13-3097,37.974496,-107.381258,Unnamed,BLM
BLM13-3101,38.350333,-107.360846,East Fork Little Blue Creek,BLM
BLM13-3103,40.95265,-106.06924,UNNAMED,BLM
BLM13-3104,37.821,-107.6641,CEMENT CREEK,BLM
BLM13-3105,38.127678,-107.119875,Burnt Creek,BLM
BLM13-3112,39.9189,-106.1105,MORGAN GULCH,BLM
BLM13-3113,37.93879,-107.46405,LAKE FORK OF THE GUNNISON,BLM
BLM13-3114,39.794874,-106.829613,Catamount Creek,BLM
BLM13-3127,38.811871,-105.13026,Oil Creek,BLM
BLM13-3129,37.987437,-107.509789,Unnamed,BLM
BLMMaster-10354,37.996053,-108.131645,Saltado Creek,BLM
BLM13-4086,42.045383,-116.757663,South Fork Owyhee River,BLM
BLM13-4145,42.48007,-116.9234,Scott Creek,BLM
BLM13-1020,44.2524,-112.9774,BIRCH CREEK,BLM
BLM13-1086,44.528804,-113.851902,Pahsimeroi River,BLM
BLM13-1143,44.748605,-113.538406,Ferry Creek,BLM
BLM13-1147,44.700714,-114.084953,NA,BLM
BLM13-4012,42.08469,-115.44075,Jarbidge River,BLM
BLM13-4016,44.0673,-116.4972,BIG WILLOW CREEK,BLM
BLM13-4082,42.8713,-116.9497,JORDAN CREEK,BLM
BLM13-4101,42.8239,-116.9832,CATTLE CREEK,BLM
BLM13-4113,43.3466,-116.7965,LITTLE HARD TRIGGER CREEK,BLM
BLM13-4124,42.9991,-116.7249,UNNAMED,BLM
BLM13-6117,37.535333,-114.056181,Split Pine Hollow,BLM
BLM13-6129,38.1912,-116.3421,UNNAMED,BLM
BLM14-9170,39.606482,-119.110647,NA,BLM
BLM14-9272,41.881147,-118.035179,Washburn Creek,BLM
BLM13-8003,40.8509,-121.5355,HAT CREEK,BLM
BLM13-8007,40.8819,-121.1436,HORSE CREEK,BLM
BLM13-8032,41.55557,-120.57295,Rattlesnake Creek,BLM
BLM13-8036,40.9774,-121.3114,BEAVER CREEK,BLM
BLM13-8047,40.96272,-121.25254,Pit River,BLM
BLM13-8059,40.998797,-121.152299,Pit River,BLM
BLM13-8017,41.2654,-120.4431,NA,BLM
BLM13-8121,40.4195,-120.6913,SUSAN RIVER,BLM
BLM13-8129,40.4038,-120.7466,SUSAN RIVER,BLM
BLM13-8130,40.4826,-120.4673,WILLOW CREEK,BLM
BLM13-8133,40.4209,-120.6797,SUSAN RIVER,BLM
BLM13-8134,40.4694,-120.4492,WILLOW CREEK,BLM
BLM13-8136,40.471189,-120.403602,Balls Canyon,BLM
BLM13-8139,40.5264,-120.1717,DEEP CREEK,BLM
BLM13-8124,40.5647,-120.0366,UNNAMED,BLM
BLM13-8144,40.624844,-120.00978,NA,BLM
BLM13-8156,40.577492,-120.076897,Rush Creek,BLM
BLM13-8160,40.628185,-120.023594,NA,BLM
BLM13-8172,40.559469,-120.083083,NA,BLM
RS-SS-0001,41.2468,-119.8489,JACKNIFE SPRING,BLM
BLM13-8322,41.2706,-120.1202,NA,BLM
BLM13-8215,40.6645,-120.0591,AL SHINN,BLM
BLM13-8231,40.6588,-120.0426,AL SHINN,BLM
BLM13-8252,40.51889,-119.983058,NA,BLM
BLM13-8267,40.813967,-119.966594,NA,BLM
BLM13-8273,40.729454,-119.782456,NA,BLM
BLM13-8290,40.70826,-119.728205,NA,BLM
BLM13-4084,43.5213,-117.661,DRY CREEK,BLM
BLM13-4130,42.7933,-118.765,MUD CREEK,BLM
BLM13-4007,42.98694,-118.460781,Coyote Creek,BLM
BLM13-4027,42.174324,-117.273935,West Little Owyhee River,BLM
BLM13-4114,42.54756,-118.60788,Wildhorse Creek,BLM
BLM13-4136,42.149914,-118.330815,Big Trout Creek,BLM
BLM13-4146,42.961414,-118.439874,Coyote Creek,BLM
BLM13-4164,42.518625,-118.902931,Threemile Creek,BLM
BLMMaster-10108,39.430452,-110.659991,Unamed,BLM
BLMMaster-14028,39.404171,-112.502421,Sevier River,BLM
BLMMaster-13393,41.681973,-111.272399,Unamed,BLM
BLM14-9400,37.772273,-111.757685,Birch Creek,BLM
BLM14-9410,38.375484,-109.533801,Hatch Wash,BLM
BLM14-9417,37.969351,-109.619583,North Cottonwood Creek,BLM
BLM14-9421,37.800574,-109.278534,Montezuma Creek,BLM
BLM14-9424,38.103117,-110.979712,Sweetwater Creek,BLM
BLM14-9448,38.300825,-111.332964,Sulphur Creek,BLM
BLM14-9452,39.785449,-110.418004,Nine Mile Creek,BLM
BLM14-9401,38.640448,-110.989414,Muddy Creek,BLM
BLM14-9412,38.211683,-110.456602,Dirty Devil River,BLM
BLM14-9416,37.781452,-111.565667,Escalante River,BLM
BLM14-9415,37.322449,-111.516259,NA,BLM
BLM14-9440,38.15428,-111.234124,Sulphur Creek,BLM
BLM14-9009,37.509113,-112.033688,Paria River,BLM
BLM14-9010,37.798679,-111.461946,Sand Creek,BLM
BLM14-9016,37.307018,-111.492515,Last Chance Creek,BLM
BLM14-9025,37.487736,-112.020371,Paria River,BLM
BLM14-9026,37.813059,-111.468675,Sand Creek,BLM
BLM14-9027,37.890456,-111.366846,Deer Creek,BLM
BLM14-9032,37.300069,-111.479107,Last Chance Creek,BLM
BLM14-9036,37.790159,-111.370329,Boulder Creek,BLM
BLM14-9001,37.355211,-112.012835,Paria River,BLM
BLM14-9003,37.759544,-111.36415,Escalante River,BLM
BLM14-9007,37.73312,-111.3144,Escalante River,BLM
BLM14-9008,37.766593,-111.397285,Escalante River,BLM
BLM14-9013,37.184939,-111.923082,Paria River,BLM
BLM14-9017,37.388968,-112.021875,Paria River,BLM
BLM14-9004,37.802437,-111.411035,Calf Creek,BLM
BLM14-9005,37.301827,-111.891635,Cottonwood Creek,BLM
BLM14-9006,37.86289,-111.45931,Calf Creek,BLM
BLM14-9012,37.919428,-111.294894,NA,BLM
BLM14-9020,37.816935,-111.415016,Calf Creek,BLM
BLM14-9022,37.877725,-111.514876,Sand Creek,BLM
BLM14-9024,37.86646,-111.317662,Steep Creek,BLM
UNEQUAL-075,40.554826,-109.817676,Mosby Creek,BLM
BLM13-6076,39.281102,-112.783679,Sevier River,BLM
BLM13-6111,39.695965,-113.849652,NA,BLM
BLM14-9411,36.984568,-111.823101,Paria River,BLM
WD-TR-020,41.585491,-111.307942,Big Creek MIM Exclosure,BLM
WD-TR-021,41.582604,-111.312265,Big Creek MIM,BLM
WD-TR-022,41.604129,-111.324662,Randolph MIM,BLM
WD-TR-023,41.60646,-111.32648,Randolph MIM Exclosure,BLM
BLM13-3024,39.879848,-111.1977,Starvation Creek,BLM
BLM13-3089,38.298777,-111.95311,Otter Creek,BLM
BLM13-3106,38.0881,-110.7769,GRANITE CREEK,BLM
BLM13-5005,37.8066,-111.4653,SAND CREEK,BLM
BLM13-5010,38.7664,-111.3546,IVIE CREEK,BLM
BLM13-5021,37.800487,-111.724832,North Creek,BLM
BLM13-5025,37.781695,-111.359911,Boulder Creek,BLM
BLM13-5026,38.47192,-110.990408,Salt Wash,BLM
BLM13-5030,38.562146,-109.513704,Mill Creek,BLM
BLM13-5031,40.558534,-109.614701,Ashley Creek,BLM
BLM13-5084,39.0853,-110.7749,SAN RAFAEL,BLM
BLM13-5105,38.637757,-109.206638,Fisher Creek,BLM
BLM13-5114,39.317933,-109.531974,NA,BLM
BLM13-5146,38.83037,-111.393644,NA,BLM
BLMMaster-10739,47.070039,-117.949356,Rock Creek,BLM
BLMMaster-11007,45.867236,-120.537465,Rock Creek,BLM
BLMMaster-12559,47.493191,-119.904791,Douglas Creek,BLM
BLMMaster-12441,41.490212,-107.444246,McKinney Creek,BLM
BLMMaster-10137,41.241658,-106.966528,South Heather Creek,BLM
BLM14-9167,38.835312,-119.533198,NA,BLM
FMD-TR-009,36.198521,-106.448226,"Chama, Rio",BLM
BLMMaster-14614,35.429984,-105.534702,Pecos River,BLM
BLMMaster-15330,35.971638,-105.898872,"Medio, Rio",BLM
BLMMaster-10018,35.557438,-106.168262,Santa Fe River,BLM
BLMMaster-14114,35.555382,-106.173346,Santa Fe River,BLM
BLMMaster-38882,36.171897,-105.799117,"Trampas, Rio de las",BLM
BLM13-3074,38.500563,-105.930598,Arkansas River,BLM
BLM13-4095,47.109473,-117.804362,NA,BLM
BLM13-5155,43.923221,-107.231137,Spring Creek,BLM
BLM14-9435,38.811344,-109.204192,Dolores River,BLM
FMD-TR-011,36.974635,-106.086535,Rio de los Pinos,BLM
BLM13-7083,47.141399,-107.939,Musselshell River,BLM
BLM13-1022,45.554414,-111.786121,Hot Springs Creek,BLM
BLM13-7091,43.570004,-106.610361,South Fork Powder River,BLM
FMD-TR-002,35.840396,-106.159476,Agua Caliente,BLM
BLM13-7092,45.69507,-105.18136,POWDER RIVER,BLM
BLM13-1140,45.597148,-111.837329,Rattlesnake Creek,BLM
BLM13-7153,42.075483,-104.140624,NA,BLM
BLM13-7008,46.58213,-104.81836,PENNEL CREEK,BLM
BLM13-5138,42.237645,-107.334629,Muddy Creek,BLM
BLMMaster-15010,36.303621,-105.769638,"Grande, Rio",BLM
BLM13-2062,37.597404,-120.07053,Merced River,BLM
BLM13-7154,46.141206,-110.871551,NA,BLM
BLM13-7133,48.927197,-106.867219,NA,BLM
BLM13-7093,38.7859,-120.98112,South Fork American River,BLM
BLM13-7082,48.088636,-104.973701,12345 FID00756398 Missouri River,BLM
BLM13-3023,38.072309,-108.167874,San Miguel River,BLM
BLMMaster-10575,45.390755,-120.876995,Deschutes River,BLM
BLM13-5018,42.568934,-109.299708,Big Sandy River,BLM
BLM13-7084,44.278528,-102.368,Cheyenne River,BLM
BLM13-1083,46.942928,-113.632846,Blackfoot River,BLM
BLMMaster-14306,36.220927,-105.874055,"Grande, Rio",BLM
BLM13-5002,43.5628,-109.7276,WARM SPRINGS CREEK,BLM
BLM13-7012,48.853149,-106.924985,NA,BLM
BLM13-3017,41.173803,-106.794204,Encampment River,BLM
BLM13-5032,41.654138,-110.756972,Little Muddy Creek,BLM
BLM13-3110,41.314762,-107.489405,Wild Cow Creek,BLM
BLM13-7015,48.7015,-107.5992,WHITEWATER CREEK,BLM
BLM13-5072,38.837196,-108.381335,Gunnison River,BLM
BLM13-1073,46.029168,-117.191581,Grande Ronde River,BLM
BLM14-9422,39.942654,-109.401985,12345 FID00204653 White River,BLM
BLM13-1137,42.489447,-110.431371,Spring Creek,BLM
BLM13-7141,44.998996,-108.021649,Trout Creek,BLM
BLM13-7109,43.450072,-106.264375,Coal Draw,BLM
BLM13-3075,39.681625,-107.073106,Colorado River,BLM
BLM14-9420,39.300409,-110.394578,Price River,BLM
BLMMaster-12258,36.1906,-105.7615,EMBUDO CREEK,BLM
BLM13-1097,45.392265,-111.93101,Gibbs Creek,BLM
BLM13-7122,47.637148,-112.67908,NA,BLM
BLM13-1010,45.65763,-112.61189,CAMP CREEK,BLM
BLMMaster-13122,36.230634,-106.400308,"Chama, Rio",BLM
BLM13-3071,38.4768,-105.361052,Arkansas River,BLM
BLM14-9405,37.274673,-109.436013,San Juan River,BLM
BLM13-7011,47.9595,-106.76147,WILLOW CREEK,BLM
BLM14-9409,38.770019,-107.871627,Gunnison River,BLM
BLM13-1125,42.823553,-109.526936,Scab Creek,BLM
BLM13-6087,33.00842,-109.31051,San Francisco River,BLM
BLM13-5106,41.24915,-107.523624,Cherokee Creek,BLM
BLM13-3126,41.145686,-106.823412,North Fork Miner Creek,BLM
BLM13-5034,45.037137,-108.650038,Sage Creek,BLM
BLM13-7113,47.7419,-108.6559,SIPARYANN CREEK,BLM
BLM13-6072,33.090684,-110.017847,Gila River,BLM
BLMMaster-10306,36.128776,-106.149366,"Chama, Rio",BLM
BLM13-3072,38.419964,-105.574507,Arkansas River,BLM
BLM13-7016,48.80848,-109.3274,BATTLE CREEK,BLM
BLM13-2060,40.672217,-122.969363,Trinity River,BLM
BLM13-7024,46.703221,-104.671021,Cabin Creek,BLM
BLM13-7004,48.07446,-109.12978,COW CREEK,BLM
BLM13-5085,41.59708,-110.07296,Blacks Fork,BLM
BLMMaster-12513,40.65833,-112.74498,Unamed,BLM
BLM13-5074,40.507114,-108.304461,Yampa River,BLM
BLM13-6080,32.0222,-104.083,DELEWARE RIVER,BLM
BLM13-5154,42.124869,-106.41532,Difficulty Creek,BLM
BLM13-5086,44.4962,-108.171,DRY CREEK,BLM
BLM13-7003,44.9993,-108.1151,PORCUPINE CREEK,BLM
BLM13-3087,39.687547,-106.749862,Eagle River,BLM
BLM14-9433,39.164105,-110.102226,Green River,BLM
BLM13-1008,44.63915,-112.03062,Red Rock River,BLM
BLM13-3005,42.427172,-105.518465,La Bonte Creek,BLM
BLM13-1024,44.85194,-112.20855,EAST FORK BLACKTAIL CREEK,BLM
BLM13-5013,42.6733,-108.0287,WEST FORK LONG CREEK,BLM
BLM13-1105,47.801701,-112.679485,South Fork Willow Creek,BLM
BLMMaster-11542,35.777862,-104.497924,Mora River,BLM
BLM14-9437,37.985045,-108.842247,Dolores River,BLM
BLM13-4071,42.793164,-117.59548,Owyhee River,BLM
BLM13-1145,44.550539,-112.211383,West Fork Corral Creek,BLM
BLM13-5007,39.251453,-108.923546,West Salt Creek,BLM
BLM13-5126,41.30636,-107.49672,Wild Cow Creek,BLM
BLM13-7007,45.55962,-103.65868,SOUTH FORK GRAND RIVER,BLM
BLM14-9436,39.246692,-110.061438,Green River,BLM
BLM14-9431,37.262817,-109.602624,San Juan River,BLM
BLM13-4073,42.9283,-115.4657,SNAKE RIVER,BLM
BLM13-7020,47.69414,-109.90709,FLAT CREEK,BLM
BLMMaster-10930,36.697782,-107.877308,San Juan River,BLM
BLM13-3100,42.391225,-105.900752,Parsons Creek,BLM
BLM13-5113,41.05,-109.0788,LITTLE RED CREEK,BLM
BLMMaster-13554,36.815737,-107.670197,San Juan River,BLM
BLMMaster-14095,48.042998,-118.092618,NA,BLM
BLM13-5096,43.3843,-107.3421,UNNAMED,BLM
BLM13-5140,42.12982,-110.504408,Horse Creek,BLM
BLM13-1016,44.24386,-107.3716,UNNAMED,BLM
BLM13-3073,39.892127,-106.824808,Colorado River,BLM
BLM13-7129,47.71438,-108.62606,SIPARYANN CREEK,BLM
BLMMaster-11746,36.926562,-105.737006,"Grande, Rio",BLM
CL-TR-1289,37.860762,-112.490237,3 MILE CREEK,BLM
BLMMaster-10310,44.10079,-113.194006,Horse Creek,BLM
RA-TR-007,41.42302,-107.371475,Littlefield Exclosure,BLM
FR-TR-004,38.889438,-105.533726,Balm of Gilead,BLM
BLMMaster-11535,46.926732,-120.520673,YAKIMA RIVER,BLM
BLM13-2099,43.591741,-123.164334,Walker Creek,BLM
BLM13-1129,44.344744,-112.207585,Dry Creek,BLM
BLMMaster-10914,36.374618,-105.727975,"GRANDE, RIO",BLM
AA-006-2016,67.482923,-150.222209,Nolan Creek,BLM
BLMMaster-10257,41.565361,-110.806422,NA,BLM
RA-TR-1337,41.300466,-107.741755,MUDDY CREEK,BLM
BLMMaster-15103,45.879785,-120.549894,ROCK CREEK,BLM
BLMMaster-11113,42.328039,-108.958948,PACIFIC CREEK,BLM
NPRA15-TR-008,69.979528,-153.064938,Hannah Bear,BLM
BLMMaster-15441,41.79524,-110.437746,ALKALI CREEK,BLM
AK14-9134,64.268647,-143.267493,NA,BLM
BLMMaster-26545,38.888283,-114.036071,BIG WASH,BLM
BLMMaster-10751,45.218042,-120.526326,John Day River,BLM
BLM13-8230,40.7355,-119.8364,SMOKE CREEK,BLM
BLMMaster-16674,37.303883,-105.731343,"GRANDE, RIO",BLM
BLM13-8454,41.3067,-119.9264,LEFT BLANK,BLM
BLM13-1123,44.1048,-113.1873,HORSE CREEK,BLM
BLMMaster-10333,39.94015,-109.343382,12345 FID00204653 White River,BLM
BLMMaster-11645,39.323747,-107.236693,THOMPSON CREEK,BLM
BLMMaster-22962,36.782103,-108.216425,"PLATA RIVER, LA",BLM
CYFO-1101,66.681585,-150.183545,NA,BLM
BLM13-8001,41.230847,-120.421816,Unnamed,BLM
BLMMaster-12461,38.768896,-107.884766,GUNNISON RIVER,BLM
AK14-9132,64.793596,-142.491716,NA,BLM
BLMMaster-10153,42.598335,-109.283664,BIG SANDY RIVER,BLM
BLMMaster-11038,44.467011,-113.037244,Eighteenmile Creek,BLM
BLM13-4028,43.267449,-115.621724,Long Tom Creek,BLM
BLM13-8216,40.5332,-119.9095,SMOKE CREEK,BLM
BLM13-8224,40.7742,-119.8834,WEST FORK BUFFALO,BLM
BLM13-1082,44.20705,-120.87698,CROOKED RIVER,BLM
BLMMaster-13101,39.700626,-108.344218,EAST HUNTER CREEK,BLM
BLMMaster-13759,45.010645,-119.163216,STONY CREEK,BLM
GR-TR-1044,39.811042,-110.91566,HORSE CREEK ,BLM
BLMMaster-10041,40.971593,-108.686611,Canyon Creek,BLM
HD-TR-1355,41.025041,-110.250684,HENRY'S FORK,BLM
BLMMaster-11053,39.706931,-108.281046,East Willow Creek,BLM
BLM14-9230,38.911826,-114.159005,Snake Creek,BLM
BLMMaster-10719,44.642262,-120.24023,Bridge Creek,BLM
BLMMaster-12255,44.315167,-120.235301,LOOKOUT CREEK,BLM
BLM13-8323,41.7399,-119.4744,BADGET CREEK,BLM
BLMMaster-11617,42.364937,-110.952665,NA,BLM
BLM13-8066,41.41882,-120.35672,Pine Creek,BLM
BLMMaster-10447,45.149524,-120.761538,Unamed,BLM
BLM13-2079,42.737341,-122.788988,NA,BLM
BLMMaster-14070,44.26115,-112.981913,BIRCH CREEK,BLM
BLM14-9205,40.92585,-115.554219,Humboldt River,BLM
BLM14-9108,39.825552,-116.322037,Roberts Creek,BLM
CYFO-1060,66.367618,-150.839306,Kanuti River,BLM
BLMMaster-22498,36.173368,-105.800441,"TRAMPAS, RIO DE LAS",BLM
NPRA15-9204,70.365346,-152.601132,Unamed,BLM
BLM13-2082,43.217542,-124.030682,Coak Creek,BLM
BLMMaster-10594,38.370561,-106.013934,Decker Creek,BLM
BLMMaster-10578,42.003019,-106.583336,Medicine Bow River,BLM
PrinevilleIntermittent-009,44.652798,-121.18771,Willow Creek,BLM
AK14-9135,63.65206,-143.038935,West Fork Dennison Fork,BLM
BLM13-4143,42.017031,-115.054403,Deadwood Creek,BLM
BLM13-6095,39.462601,-114.537401,Garden Creek,BLM
GAFO-1003,63.557456,-148.590895,Revine Creek,BLM
BLMMaster-10718,43.360799,-111.747183,GRAYS LAKE OUTLET,BLM
AK14-9002,65.714846,-145.388497,Rock Creek,BLM
BLMMaster-21775,45.973269,-121.102446,KLICKITAT RIVER,BLM
GAFO-1015,62.857733,-145.871441,Unamed,BLM
BLM13-8325,41.1482,-120.0727,SILVER CREEK,BLM
BLMMaster-18210,35.588579,-106.135954,SANTA FE RIVER,BLM
BLMMaster-60458,44.116648,-114.169779,MOSQUITO CREEK,BLM
NPRA15-TR-007,70.243766,-151.296049,Ublutuoch,BLM
BLMMaster-21037,40.871102,-109.192453,TOLIVERS CREEK,BLM
BLMMaster-10687,45.025582,-119.065781,Jericho Creek,BLM
BLMMaster-14690,38.352878,-106.032011,SPRING CREEK,BLM
NPRA15-9054,69.73952,-159.659689,OMIKMUKTUSUK RIVER,BLM
BLMMaster-10649,41.393923,-107.558846,Cow Creek,BLM
BLMMaster-10537,42.447807,-108.858468,PINE CREEK,BLM
AK14-9150,64.0854,-143.720329,NA,BLM
BLMMaster-16303,44.368917,-118.738797,INDIAN CREEK,BLM
BLMMaster-16610,36.654309,-105.683739,RED RIVER,BLM
BLMMaster-10175,44.971767,-119.285202,North Fork John Day River,BLM
GAFO-1011,61.173137,-146.451763,Gold Creek,BLM
IF-TR-001,44.531637,-113.856168,NA,BLM
BLMMaster-10975,44.62366,-119.601984,Johnny Creek,BLM
BLMMaster-10401,42.204675,-110.937907,MILL CREEK,BLM
CYFO-1042,67.845437,-149.793643,Unamed,BLM
AK14-9151,63.68047,-143.035361,NA,BLM
AA-STR-0007,65.128783,-145.476511,Volcano Creek,BLM
BLMMaster-11970,37.986241,-107.380539,NA,BLM
AK14-9010,65.521952,-145.948122,NA,BLM
BLMMaster-12054,38.148934,-107.105481,EAST FORK POWDERHORN CREEK,BLM
CYFO-1014,67.634826,-149.628849,NA,BLM
GL-TR-006,63.197379,-147.332305,Upper White Creek,BLM
AK14-9065,65.653125,-147.734052,Unamed,BLM
BLMMaster-17132,39.816064,-110.913666,HORSE CREEK,BLM
BLM14-9232,38.000852,-114.207575,Meadow Valley Wash,BLM
CYFO-1053,67.335033,-149.935964,Unamed,BLM
BLMMaster-13357,39.773892,-108.457144,BLACK SULPHUR CREEK,BLM
BLMMaster-10381,39.446263,-108.777601,East Salt Creek,BLM
BLMMaster-11165,39.82662,-109.886413,Nine Mile Creek,BLM
BLMMaster-56538,44.184241,-114.407805,CORRAL CREEK,BLM
BLM13-6007,40.277877,-117.360793,Daisy Creek,BLM
NPRA15-9027,70.060937,-153.79668,Unamed,BLM
BLMMaster-12190,44.364376,-112.402993,EAST FORK INDIAN CREEK,BLM
BLM14-9262,41.883993,-118.333323,Rodeo Creek,BLM
BLM14-9114,38.941368,-117.417604,Stewart Creek,BLM
FR-TR-009,39.299742,-106.20857,Birdseye Gulch,BLM
CYFO-1047,66.611549,-150.422291,NA,BLM
AK14-9164,64.454986,-142.766012,NA,BLM
BLM13-2078,44.885556,-123.631878,Rogers Creek,BLM
BLMMaster-11657,38.730552,-105.594614,THIRTYONE MILE CREEK,BLM
BLMMaster-12113,42.023039,-110.616366,FENN CREEK,BLM
BLMMaster-10994,36.542238,-106.728506,"Chama, Rio",BLM
BLMMaster-10206,43.491121,-111.414226,PINE CREEK,BLM
SA-TR-002,44.862949,-113.549047,Yearian,BLM
BLM13-8456,41.3272,-119.8726,DIVINE SPRING,BLM
NPRA15-9005,70.561515,-156.610284,Okpiksak River,BLM
BLM13-4083,41.9734,-114.7038,SALMON FALLS CREEK,BLM
RA-TR-1254,41.324355,-107.766263,MUDDY CREEK,BLM
GL-TR-008,63.189129,-147.310131,Upper White Creek,BLM
AK14-9133,64.799463,-141.755991,Bryant Creek,BLM
BLMMaster-10893,39.185479,-108.874256,COLORADO RIVER,BLM
BLMMaster-10653,40.09529,-108.350989,Yellow Creek,BLM
BLM13-4010,42.057289,-115.902617,Sheep Creek,BLM
BLM13-1104,44.2669,-114.4033,KINNIKINIC CREEK,BLM
BLM13-2087,43.669014,-123.843115,NA,BLM
BLM14-9120,39.67431,-115.85142,Cirac Valley,BLM
BLM14-9203,41.528897,-115.167731,Currant Creek,BLM
BLMMaster-12310,38.24569,-107.185619,INDIAN CREEK,BLM
GAFO-1102,63.05163,-148.46871,Unamed,BLM
BLM14-9264,41.24732,-118.987315,Indian Creek,BLM
CYFO-1055,65.873888,-149.931263,BIG SALT RIVER,BLM
BLMMaster-13434,44.865915,-113.932708,SOUTH FORK POISON CREEK,BLM
BLMMaster-14153,40.045571,-106.122297,BEAVER CREEK,BLM
BLMMaster-10319,45.494137,-120.332342,Hay Creek,BLM
BLMMaster-13388,39.083289,-110.7831,SAN RAFAEL RIVER,BLM
BLMMaster-13906,42.169153,-106.493865,SULLIVAN CREEK,BLM
BLMMaster-23795,47.299231,-118.211047,CRAB CREEK,BLM
CY-TR-1028,38.598054,-109.516201,NEGRO BILL CANYON,BLM
BLMMaster-14417,42.055621,-110.518133,RONEY CREEK,BLM
UNEQUAL-181,41.960074,-113.94795,Pole Creek,BLM
BLM13-2116,42.7326,-123.15118,Grave Creek,BLM
FMD-TR-1153,36.986641,-106.042394,RIO SAN ANTONIO,BLM
BLMMaster-21922,36.326278,-105.749686,"GRANDE, RIO",BLM
SW-TR-1025,47.698646,-119.613265,UNNAMED TRIBUTARY TO MCCARTNEY CREEK ,BLM
UT_WD_SHEEPROCK-1019,39.80097,-112.124896,UNNAMED,BLM
BLM13-4163,41.429227,-117.623568,Abel Creek,BLM
BLMMaster-10506,44.780049,-113.676918,Meadow Creek,BLM
BLM13-4021,41.441212,-119.103534,Soldier Creek,BLM
BLMMaster-14482,41.267483,-106.550721,CORRAL CREEK,BLM
BLM13-8030,41.0859,-120.2441,LEFT BLANK,BLM
BLM13-6071,32.9672,-104.3524,Pecos River,BLM
GL-TR-007,63.192346,-147.312619,Upper White Creek,BLM
BLM14-9107,39.300157,-117.71132,Campbell Creek,BLM
BLM13-1009,45.10401,-117.62124,South Fork Catherine Creek,BLM
BLM13-1081,44.950105,-117.710573,Powder River,BLM
BLMMaster-19314,37.682908,-108.467441,PLATEAU CREEK,BLM
UNEQUAL-071,40.072452,-109.863524,Pariette Draw,BLM
PrinevilleIntermittent-138,43.787062,-119.919901,JUNIPER SPRING CANYON,BLM
GL-TR-004,63.194807,-147.325036,White Creek 3,BLM
BLM13-4135,42.40057,-116.84271,Unnamed,BLM
BLM13-4002,41.7532,-115.1335,COTTONWOOD CREEK,BLM
BLMMaster-10556,39.844592,-110.489512,Argyle Creek,BLM
BLMMaster-22799,46.878648,-120.476355,YAKIMA RIVER,BLM
BLMMaster-12697,41.445163,-107.454975,Muddy Creek,BLM
GAFO-1086,61.682477,-146.748508,NA,BLM
BLMMaster-10250,44.9331,-113.7713,MCDEVITT CREEK,BLM
BLM13-2003,43.510258,-123.436895,Yellow Creek,BLM
BLM13-2061,43.97791,-123.65322,SIUSLANE RIVER,BLM
BLM13-8135,40.7068,-120.1195,SMOKE CREEK,BLM
BLMMaster-21474,36.748448,-105.677945,"GRANDE, RIO",BLM
NPRA16Supp-90002,70.76216,-153.315989,Unamed,BLM
BLMMaster-14946,38.406832,-106.063619,SAN LUIS CREEK,BLM
BLMMaster-12674,38.302895,-106.762068,COCHETOPA CREEK,BLM
BLMMaster-18082,36.19994,-105.97112,"GRANDE, RIO",BLM
BLMMaster-16353,40.565037,-112.741916,SKULL VALLEY,BLM
BLM13-4006,42.0172,-113.9577,UNNAMED,BLM
BLMMaster-13577,40.372864,-107.479942,Unamed,BLM
BLMMaster-11169,42.340842,-110.97928,NA,BLM
BLMMaster-10146,38.222883,-105.801661,Unamed,BLM
BLMMaster-10589,39.608577,-109.175749,Bitter Creek,BLM
BLM13-2097,44.799613,-122.437323,Wonder Creek,BLM
SW-TR-1299,48.689486,-119.732478,SINLAHEKIN CREEK,BLM
NPRA15-9011,70.141756,-156.004486,Topagoruk River,BLM
UNEQUAL-096,39.505564,-110.689095,Miller Creek,BLM
BLMMaster-16415,43.684728,-121.507473,LITTLE DESCHUTES RIVER,BLM
BLMMaster-11853,38.584425,-108.77875,BLUE CREEK,BLM
BLM13-4014,42.428445,-116.334307,Battle Creek,BLM
NPRA15-9162,70.33649,-157.512674,Tikikluk Creek,BLM
BLM13-2009,45.359139,-122.001378,Salmon River,BLM
FR-TR-003,37.81494,-106.29695,La Garita Creek,BLM
BLMMaster-10514,38.816841,-109.261387,DOLORES RIVER,BLM
