"ReachID","SiteID","Year","Date","BRLat","BRLong","BFWidth","Grad","RchLen","BF_WDRatio","BF_Height","RPD ","PetPool","Sin ","PctDry","BankAngle","D50","PoolTailFines2","PctFines2","PctFines6","LWD_Freq","LWD_Vol","Program"
"2406","2075",2006,NA,44.201477,-116.143625,1.24,1.306,121,NA,NA,NA,NA,1.553,NA,105,NA,NA,NA,NA,NA,NA,"PIBO"
"5700","1047",2010,NA,44.475713,-119.633402,4.69,2.854,171,29.27,NA,0.21,16.96,1.552,NA,142,0.056,8.22,NA,NA,46.78,7.748,"PIBO"
"6129","2022",2011,NA,44.698686,-114.515173,3.59,1.5,154,12.39,NA,0.37,38.51,1.552,NA,103,0.0515,44.61,NA,NA,402.6,36.703,"PIBO"
"2223","327",2006,NA,46.915817,-116.403426,2.35,0.533,168.8,4.81,NA,0.17,44.43,1.551,NA,93,0.002,100,NA,NA,207.35,19.638,"PIBO"
"2318","546",2006,NA,43.825941,-113.602497,6.39,1.338,177.9,17.42,NA,0.46,66.78,1.551,NA,109,0.016,23.84,NA,NA,500.28,69.18,"PIBO"
"3944","917",2007,NA,44.991695,-118.269709,5.03,0.667,170.8,8.44,NA,0.33,65.75,1.551,NA,86,0.0025,87.36,NA,NA,802.11,232.038,"PIBO"
"2402","2036",2006,NA,44.395747,-116.085723,1.61,2.735,163.8,7.16,NA,0.22,25.21,1.55,NA,77,0.015,31.87,NA,NA,445.67,136.471,"PIBO"
"2398","831",2006,NA,44.38281,-116.059805,6.47,0.73,168.5,20.03,NA,0.31,49.91,1.549,NA,103,0.056,2.62,NA,NA,201.78,24.516,"PIBO"
"1300","900",2002,NA,45.219638,-117.236227,15.76,0.252,321.7,35.48,NA,1.23,79.39,1.549,NA,89,0.012,NA,NA,NA,1175.01,413.676,"PIBO"
"7710","3394",2013,NA,43.8127201059,-118.727033197,3.75,2.065,133.2,7.58,NA,0.35,73.05,1.549,NA,104,0.0045,68.78,NA,NA,37.54,1.914,"PIBO"
"6021","324",2011,NA,46.913764,-116.391157,3.91,0.256,152.3,5.59,NA,1.09,99.8,1.548,NA,86,0.002,NA,NA,NA,19.7,4.026,"PIBO"
"2221","326",2006,NA,46.835636,-116.524367,5.14,0.313,172.5,24.96,NA,0.53,92,1.547,NA,113,0.0075,21.62,NA,NA,5.8,1.22,"PIBO"
"6577","403",2012,NA,45.883578,-115.463598,3.07,0.958,170.1,7.46,NA,0.32,38.04,1.546,NA,99,0.015,9.49,NA,NA,47.03,25.101,"PIBO"
"3688","973",2007,NA,44.128875,-118.874968,1.94,0.632,169.3,11.36,NA,0.19,42.23,1.546,NA,80,0.027,50.52,NA,NA,0,0,"PIBO"
"5555","1440",2010,NA,45.160816,-117.662884,2.42,0.934,168.7,9.59,NA,0.25,46.06,1.545,NA,143,0.002,89.64,NA,NA,82.99,47.915,"PIBO"
"5754","2968",2010,NA,45.681088,-113.067503,2.14,1.092,166.7,5.26,NA,0.35,59.87,1.545,NA,82,0.015,28.38,NA,NA,47.99,1.868,"PIBO"
"3703","993",2007,NA,43.68806,-119.71968,3.51,0.566,167.8,22.15,NA,0.5,64.54,1.544,NA,128,0.014,5.32,NA,NA,41.72,4.451,"PIBO"
"1608","1142",2004,NA,42.049313,-115.520675,3.76,0.678,165.2,23.49,NA,0,0,1.544,NA,144,0.002,NA,NA,NA,0,0,"PIBO"
"1439","1003",2003,NA,44.889344,-118.43241,3.03,0.612,160.2,14.1,NA,0.36,92.57,1.543,NA,103,0.02,13.5,NA,NA,193.51,62.476,"PIBO"
"469","385",2004,NA,46.290107,-115.516233,3.11,1.194,165,14.14,NA,0.24,80.06,1.542,NA,92,0.004,32.31,NA,NA,381.82,74.336,"PIBO"
"1388","960",2003,NA,43.856532,-118.765693,1.63,0.786,117,NA,NA,NA,NA,1.542,NA,106,NA,NA,NA,NA,NA,NA,"PIBO"
"6841","2270",2012,NA,45.672034,-115.360729,6.08,1.037,177.5,11.21,NA,0.32,46.59,1.542,NA,114,0.069,0.84,NA,NA,45.07,14.921,"PIBO"
"4493","2579",2008,NA,41.933133,-115.111205,2.18,3.951,122,11.74,NA,0.11,18.11,1.542,NA,135,NA,NA,NA,NA,NA,NA,"PIBO"
"4519","2606",2008,NA,45.570098,-106.058487,2.43,0.23,161,15.38,NA,0,0,1.541,NA,150,0.002,NA,NA,NA,118.01,11.131,"PIBO"
"7614","2625",2013,NA,45.12363,-111.473005,10.26,1.126,159,21.55,NA,0.45,43.02,1.541,NA,103,0.04,9.74,NA,NA,1396.23,375.613,"PIBO"
"5795","2995",2010,NA,46.100618,-112.14191,2.01,1.119,163.5,4.79,NA,0.28,44.16,1.541,NA,76,0.002,85.78,NA,NA,73.39,2.325,"PIBO"
"3609","1",2007,NA,48.574633,-119.874151,1.17,1.683,126,NA,NA,0.1,41.98,1.54,NA,119,NA,NA,NA,NA,NA,NA,"PIBO"
"5978","1783",2011,NA,48.468287,-115.139654,5.69,1.768,190.6,17.96,NA,0.28,49.21,1.54,NA,127,0.055,1.54,NA,NA,110.18,23.135,"PIBO"
"6733","2138",2012,NA,45.340051,-118.542434,3.8,1.209,131.5,11.56,NA,0.28,33.54,1.54,NA,122,0.068,0,NA,NA,60.84,43.397,"PIBO"
"3929","2226",2007,NA,46.756587,-112.434378,5.15,1.989,174,14.51,NA,0.29,57.82,1.54,NA,107,0.047,21.83,NA,NA,310.34,81.281,"PIBO"
"6682","1134",2012,NA,41.990037,-115.771478,2.55,1.387,165.1,11.09,NA,0,0,1.539,NA,113,0.002,NA,NA,NA,0,0,"PIBO"
"1787","1539",2005,NA,48.596456,-117.108936,2.44,2.035,166.1,10.37,NA,0.2,52.8,1.539,NA,77,0.004,20.65,NA,NA,313.06,132.862,"PIBO"
"2256","1818",2006,NA,46.282757,-115.23699,2.39,0.414,173.9,7.71,NA,0.27,52.04,1.539,NA,92,0.002,95.74,NA,NA,529.04,106.033,"PIBO"
"800","597",2004,NA,44.167252,-114.183235,2.26,1.547,128,NA,NA,NA,NA,1.538,NA,80,NA,NA,NA,NA,NA,NA,"PIBO"
"5002","727",2009,NA,44.408234,-115.493021,7.7,0.24,150,13.2,NA,1.26,87.93,1.538,NA,88,0.005,27.68,NA,NA,20,4.631,"PIBO"
"1498","1047",2001,NA,44.475713,-119.633402,NA,2.924,128.6,22,NA,0.09,22.01,1.538,NA,150,0.068,NA,NA,NA,85.54,9.943,"PIBO"
"6707","2107",2012,NA,42.15458,-114.000193,4.79,0.548,164.3,9.68,NA,0.43,62.69,1.538,NA,103,0.01,26.35,NA,NA,121.73,3.879,"PIBO"
"3808","2146",2007,NA,46.48994,-113.046356,3.29,0.884,167.5,9.31,NA,0.19,70.69,1.538,NA,86,0.032,12.81,NA,NA,5.97,0.227,"PIBO"
"4866","264",2009,NA,45.560796,-114.319833,6.98,0.924,168.8,14.05,NA,0.46,38.33,1.537,NA,87,0.029,12.6,NA,NA,497.63,88.945,"PIBO"
"2366","785",2006,NA,44.961868,-116.168086,3.99,1.721,172,12.94,NA,0.26,43.72,1.536,NA,110,0.041,15.55,NA,NA,174.42,9.951,"PIBO"
"5050","986",2009,NA,43.901901,-119.48079,4.65,1.385,161,17.72,NA,0.22,43.42,1.536,NA,125,0.029,1.07,NA,NA,173.91,89.19,"PIBO"
"4554","2643",2008,NA,44.586149,-118.870718,3.71,1.22,172.9,20.5,NA,0.21,41.12,1.536,NA,130,0.052,0.17,NA,NA,23.13,11.244,"PIBO"
"5008","749",2009,NA,45.03837,-115.115135,5.64,7.772,165.6,10.43,NA,0.24,17.15,1.535,NA,112,0.0845,20,NA,NA,283.82,72.398,"PIBO"
"1598","1134",2002,NA,41.990037,-115.771478,2.07,1.382,80.3,19.7,NA,0.21,53.18,1.535,NA,119,0.018,NA,NA,NA,0,0,"PIBO"
"2172","1786",2006,NA,48.348771,-115.183598,4.06,0.314,165.8,11.32,NA,0.47,78.83,1.535,NA,99,0.002,64.83,NA,NA,663.45,93.865,"PIBO"
"6145","763",2011,NA,44.959531,-115.793305,5.55,0.084,178,9.83,NA,0.44,90.06,1.534,NA,83,0.018,14.66,NA,NA,623.6,124.416,"PIBO"
"1647","1175",2003,NA,43.001836,-118.535877,3.24,1.566,169.2,18.67,NA,0.21,78.13,1.534,NA,124,0.048,3.17,NA,NA,94.56,8.699,"PIBO"
"5320","1252",2010,NA,48.800694,-119.196018,2.44,3.66,162,8.43,NA,0.25,28.09,1.534,NA,97,0.0095,28.96,NA,NA,154.32,92.413,"PIBO"
"2283","2078",2006,NA,45.472747,-115.113718,3.03,0.589,168,13.91,NA,0.6,78.33,1.534,NA,104,0.002,100,NA,NA,59.52,53.313,"PIBO"
"6713","2115",2012,NA,45.06028,-118.397007,3.51,1.197,119.5,9.2,NA,0.31,50.88,1.534,NA,101,0.041,3.9,NA,NA,92.05,9.747,"PIBO"
"124","100",2003,NA,47.720735,-116.383269,6.59,1.429,172.9,36.46,NA,0.38,22.44,1.533,NA,132,0.064,6,NA,NA,46.27,15.125,"PIBO"
"671","494",2004,NA,44.923555,-113.715394,3.4,1.203,172,18.92,NA,0.24,48.95,1.533,NA,120,0.002,44.88,NA,NA,104.65,8.262,"PIBO"
"1417","988",2004,NA,43.817792,-119.419035,3.22,0.815,168.2,10.91,NA,0.21,73.66,1.533,NA,112,0.0105,16.01,NA,NA,95.12,41.633,"PIBO"
"6514","40",2012,NA,48.678218,-118.905087,4.55,1.162,148.9,13.06,NA,0.25,37.88,1.532,NA,115,0.014,24.13,NA,NA,355.94,208.399,"PIBO"
"680","502",2002,NA,44.275809,-113.459537,5.15,0.702,126.7,18.79,NA,0.27,51.14,1.532,NA,94,0.019,NA,NA,NA,0,0,"PIBO"
"900","653",2003,NA,44.559641,-114.275476,4.15,2.067,172.2,14.76,NA,0.3,39.31,1.532,NA,101,0.048,12.17,NA,NA,226.48,49.903,"PIBO"
"1408","980",2004,NA,43.897516,-119.489074,3.41,0.438,164.5,11.06,NA,0.36,80.12,1.532,NA,97,0.014,18.41,NA,NA,139.82,47.653,"PIBO"
"1431","998",2003,NA,44.776054,-118.493381,2.56,1.07,186,16.74,NA,0.18,69.89,1.532,NA,123,0.022,3.15,NA,NA,215.05,21.739,"PIBO"
"4485","2564",2008,NA,47.034163,-110.475579,7.52,1.59,195,28.89,NA,0.54,20.67,1.532,NA,142,0.0755,0,NA,NA,210.26,52.015,"PIBO"
"1241","850",2002,NA,44.999014,-117.170611,2.15,0.693,77.9,9.78,NA,0.42,46.98,1.53,NA,108,0.007,NA,NA,NA,77.02,39.24,"PIBO"
"1886","1361",2005,NA,45.16772,-114.157634,5.61,1.416,166,23.8,NA,0.42,60.12,1.53,NA,99,0.0485,12.25,NA,NA,24.1,4.988,"PIBO"
"4034","2534",2007,NA,44.100932,-115.66394,23.69,1.439,385,19.62,NA,0.67,18.96,1.53,NA,139,0.036,17,NA,NA,244.16,68.1,"PIBO"
"471","387",2004,NA,45.949642,-115.380833,2.03,1.49,168.5,8.51,NA,0.19,36.56,1.528,NA,103,0.006,46.92,NA,NA,124.63,58.685,"PIBO"
"767","574",2002,NA,43.565612,-114.769144,3.21,1.404,88.3,21.54,NA,0.13,52.77,1.528,NA,125,0.032,NA,NA,NA,90.6,39.127,"PIBO"
"1526","1068",2003,NA,44.4135,-120.502052,2.41,1.481,172.2,29.35,NA,0,0,1.528,NA,141,0.016,NA,NA,NA,40.65,26.882,"PIBO"
"62","54",2003,NA,48.346811,-117.422044,4.28,0.84,164.2,10.94,NA,0.43,57.31,1.527,NA,96,0.004,NA,NA,NA,761.27,224.332,"PIBO"
"6467","3215",2012,NA,45.6477361111,-113.647136111,11.82,0.291,344.1,16.01,NA,0.71,66.9,1.527,NA,98,0.029,3,NA,NA,20.34,1.169,"PIBO"
"4002","356",2007,NA,46.882483,-116.163022,4.68,0.134,171.5,7.29,NA,0.43,90.38,1.526,NA,74,0.002,88.11,NA,NA,221.57,47.281,"PIBO"
"6686","1160",2012,NA,42.27519,-114.036988,6.02,1.186,172.9,16.27,NA,0.45,40.08,1.526,NA,125,0.029,47.96,NA,NA,52.05,5.506,"PIBO"
"1802","1284",2005,NA,48.326403,-115.543242,3.16,1.759,166,13,NA,0.27,28.86,1.526,NA,107,0.029,51.33,NA,NA,144.58,42.057,"PIBO"
"3714","2171",2007,NA,41.746227,-115.804749,5.39,0.304,125,33.28,NA,0.39,66.88,1.526,NA,129,NA,NA,NA,NA,NA,NA,"PIBO"
"5137","2744",2009,NA,45.141897,-111.193721,3.66,2.016,166.2,8.35,NA,0.2,39.53,1.526,NA,83,0.028,29.28,NA,NA,174.49,59.939,"PIBO"
"4972","633",2009,NA,44.176573,-114.727874,4.17,1.178,163,7.22,NA,0.4,77.36,1.525,NA,76,0.021,20.27,NA,NA,595.09,115.549,"PIBO"
"4380","1068",2008,NA,44.4135,-120.502052,2.9,1.476,170.1,24.11,NA,0,0,1.524,NA,150,0.002,NA,NA,NA,41.15,51.427,"PIBO"
"1629","1162",2004,NA,41.92782,-113.562084,1.81,1.65,174.5,11.56,NA,0.23,24.53,1.524,NA,123,0.02,18.42,NA,NA,57.31,2.3,"PIBO"
"4073","59",2008,NA,48.382684,-117.675874,6.3,0.133,195.8,32.49,NA,0.28,39.07,1.523,NA,125,0.002,99.67,NA,NA,20.43,0.253,"PIBO"
"5434","1355",2010,NA,44.083451,-113.555926,5.62,2.154,127.2,16.9,NA,0.28,26.18,1.523,NA,122,NA,NA,NA,NA,NA,NA,"PIBO"
"5582","1463",2010,NA,43.869571,-119.013726,2.61,1.069,177.7,14.69,NA,0.19,36.63,1.523,NA,129,NA,NA,NA,NA,0,0,"PIBO"
"6806","2225",2012,NA,44.197615,-113.723443,1.68,2.188,162.7,6.67,NA,0.17,27.54,1.523,NA,74,0.039,16.4,NA,NA,0,0,"PIBO"
"5756","2970",2010,NA,45.812424,-113.078314,5.9,1.125,170.7,13.42,NA,0.41,45.69,1.523,NA,84,0.06,13.03,NA,NA,275.34,86.414,"PIBO"
"939","678",2004,NA,44.59664,-114.60368,5.5,1.39,182.7,39.75,NA,0.31,10.07,1.522,NA,138,0.047,20.44,NA,NA,175.15,154.701,"PIBO"
"6808","2227",2012,NA,45.179643,-111.903669,2.25,1.077,176.4,6.93,NA,0.21,54.08,1.521,NA,125,0.0035,47.41,NA,NA,0,0,"PIBO"
"2436","1884",2006,NA,44.2013,-118.645097,8.97,1.509,185.6,21.99,NA,0.33,25.59,1.52,NA,110,0.0345,33.22,NA,NA,905.17,173.507,"PIBO"
"6905","3263",2012,NA,47.1114722222,-115.080327778,9.47,0.714,210,20.81,NA,0.44,63.05,1.52,NA,100,0.055,0.96,NA,NA,852.38,227.614,"PIBO"
"920","662",2001,NA,44.82866,-114.256485,2.49,1.514,81.9,34.93,NA,0.13,57.02,1.519,NA,135,0.015,NA,NA,NA,36.63,2.615,"PIBO"
"3849","2264",2007,NA,43.606912,-114.859942,2.36,1.952,166,8.56,NA,0.17,47.77,1.519,NA,106,0.037,33.07,NA,NA,0,0,"PIBO"
"5237","2844",2009,NA,44.519394,-112.689293,2.56,0.759,167.4,6.92,NA,0.38,59.38,1.519,NA,99,0.025,3.48,NA,NA,0,0,"PIBO"
"295","234",2003,NA,46.408154,-112.967649,7.8,0.544,218.8,24.6,NA,0.62,67.5,1.518,NA,113,0.037,4.33,NA,NA,178.24,17.948,"PIBO"
"5336","1265",2010,NA,48.459538,-116.994562,9.78,0.14,221.8,13.21,NA,0.77,100,1.518,NA,121,0.002,50.23,NA,NA,175.83,40.402,"PIBO"
"1884","1359",2005,NA,44.065023,-113.438089,3.47,1.72,164.5,17.83,NA,0.31,20.36,1.518,NA,105,0.022,13.62,NA,NA,0,0,"PIBO"
"3720","2106",2007,NA,41.940465,-115.76302,1.99,2.887,124,10.72,NA,0.11,22.9,1.518,NA,121,NA,NA,NA,NA,NA,NA,"PIBO"
"4793","40",2009,NA,48.678218,-118.905087,3.8,1.151,155.5,17.84,NA,0.22,46.75,1.517,NA,120,0.008,32.77,NA,NA,225.08,110.65,"PIBO"
"663","488",2004,NA,45.039718,-113.624211,6.58,1.81,171.25,38.12,NA,0.17,43.27,1.517,NA,115,0.042,2.86,NA,NA,140.15,9.884,"PIBO"
"7549","1096",2013,NA,44.910625,-119.498198,1.79,2.214,120.6,9.45,NA,0.19,31.18,1.517,NA,114,0.007,23.46,NA,NA,348.26,133.152,"PIBO"
"3791","2134",2007,NA,44.776174,-115.91183,11.61,0.938,251.6,30.5,NA,0.61,34.38,1.516,NA,115,0.096,4.13,NA,NA,401.43,177.969,"PIBO"
"4220","531",2008,NA,45.012586,-113.907279,4.6,3.138,167.3,10.63,NA,0.3,21.46,1.515,NA,100,0.032,8.38,NA,NA,185.3,51.052,"PIBO"
"994","713",2004,NA,44.365751,-115.108435,2.22,0.032,125,NA,NA,NA,NA,1.515,NA,114,NA,NA,NA,NA,NA,NA,"PIBO"
"3683","2154",2007,NA,45.060306,-118.397033,3.39,1.256,170.4,14.58,NA,0.19,47.18,1.515,NA,104,0.03,9.9,NA,NA,105.63,30.655,"PIBO"
"4225","548",2008,NA,43.825254,-113.849306,4.86,0.932,199.6,15.08,NA,0.32,33.47,1.514,NA,94,0.062,3.43,NA,NA,5.01,0.61,"PIBO"
"1656","1184",2003,NA,42.277523,-118.267207,2.46,0.526,163.5,6.11,NA,0.21,47.77,1.514,NA,112,0.016,9.19,NA,NA,0,0,"PIBO"
"5444","1361",2010,NA,45.16772,-114.157634,4.78,1.537,158.1,13.25,NA,0.41,47.31,1.514,NA,105,0.045,11.94,NA,NA,50.6,5.129,"PIBO"
"3654","2270",2007,NA,45.672034,-115.360729,5.95,1.089,179.1,13.44,NA,0.38,45.06,1.514,NA,114,0.064,11.2,NA,NA,50.25,8.261,"PIBO"
"6089","488",2011,NA,45.039718,-113.624211,10.81,1.828,168.5,46.1,NA,0.27,22.26,1.513,NA,112,0.053,0.13,NA,NA,326.41,50.029,"PIBO"
"667","491",2004,NA,44.98201,-113.587702,6.45,1.368,125,NA,NA,NA,NA,1.513,NA,143,NA,NA,NA,NA,NA,NA,"PIBO"
"3852","571",2007,NA,43.554585,-114.758248,2.9,1.779,174.8,13.12,NA,0.25,43.42,1.513,NA,107,0.056,31.33,NA,NA,0,0,"PIBO"
"821","607",2001,NA,43.883304,-114.763081,4.51,0.985,156.4,17.24,NA,0.25,31.71,1.513,NA,123,0.038,NA,NA,NA,0,0,"PIBO"
"5778","2978",2010,NA,46.264041,-111.076356,3.86,1.448,163,13.08,NA,0.31,43.19,1.512,NA,117,0.031,54.04,NA,NA,104.29,19.939,"PIBO"
"5057","1047",2009,NA,44.475713,-119.633402,5.59,2.785,172,19.9,NA,0.16,16.98,1.511,NA,141,0.0475,2.67,NA,NA,69.77,4.67,"PIBO"
"7568","2564",2013,NA,47.034163,-110.475579,6.65,1.5,211.4,15.72,NA,0.51,29.52,1.511,NA,146,0.0695,1.23,NA,NA,33.11,13.553,"PIBO"
"4172","356",2008,NA,46.882483,-116.163022,5.31,0.198,171.4,6.85,NA,0.55,61.09,1.51,NA,74,0.012,70.39,NA,NA,245.04,38.833,"PIBO"
"7482","938",2013,NA,44.552324,-118.278348,3.45,1.152,161.4,16.98,NA,0.13,60.59,1.51,NA,129,0.0105,92.56,NA,NA,123.92,43.862,"PIBO"
"3786","2223",2007,NA,45.386533,-115.941182,1.31,1.028,166.4,5.56,NA,0.27,70.91,1.51,NA,76,0.002,80.38,NA,NA,156.25,24.976,"PIBO"
"5052","988",2009,NA,43.817792,-119.419035,2.42,0.868,159,7.87,NA,0.22,68.24,1.509,NA,110,0.016,25.39,NA,NA,119.5,25.595,"PIBO"
"3991","2278",2007,NA,46.845862,-110.312777,11.02,0.787,256.6,31.94,NA,1.22,60.05,1.509,NA,112,0.084,10.22,NA,NA,179.27,56.071,"PIBO"
"5696","988",2010,NA,43.817792,-119.419035,2.11,0.808,180.8,9.5,NA,0.21,48.95,1.508,NA,108,0.01,NA,NA,NA,110.62,27.919,"PIBO"
"2201","210",2006,NA,47.121806,-112.806327,6.62,0.852,192.6,20.44,NA,0.33,50.88,1.507,NA,118,0.047,5.68,NA,NA,223.26,29.271,"PIBO"
"3751","2177",2007,NA,45.686858,-115.701569,9.27,0.445,229.4,16.52,NA,1.24,76.5,1.507,NA,74,0.01,16.04,NA,NA,754.14,173.16,"PIBO"
"473","389",2004,NA,45.989919,-115.332606,3.9,1.795,178.8,29.52,NA,0.25,35.29,1.506,NA,90,0.027,9.26,NA,NA,329.98,148.433,"PIBO"
"4219","527",2008,NA,44.816175,-114.149231,2.31,2.049,123,10.93,NA,0.19,16.26,1.506,NA,112,NA,NA,NA,NA,NA,NA,"PIBO"
"1201","831",2001,NA,44.38281,-116.059805,6.69,0.718,155.9,40.15,NA,0.38,59.4,1.506,NA,89,0.03,NA,NA,NA,378.45,71.902,"PIBO"
"5803","3003",2010,NA,46.253035,-112.530526,2.91,1.373,167.5,6.77,NA,0.25,66.93,1.506,NA,93,0.03,21.05,NA,NA,41.79,2.998,"PIBO"
"2204","234",2006,NA,46.408154,-112.967649,8.13,0.517,212.6,20.08,NA,0.58,75.35,1.505,NA,109,0.0495,6.78,NA,NA,183.44,36.938,"PIBO"
"4205","473",2008,NA,44.62944,-113.559155,NA,NA,119,NA,NA,0,0,1.505,NA,NA,NA,NA,NA,NA,NA,NA,"PIBO"
"7431","579",2013,NA,43.615877,-115.15689,3.54,2.626,152.3,11.51,NA,0.21,33.88,1.505,NA,99,0.045,24.22,NA,NA,39.4,5.501,"PIBO"
"967","695",2003,NA,44.318051,-114.940837,2.53,0.861,163.7,21.54,NA,0.31,66.28,1.505,NA,110,0.031,7.17,NA,NA,0,0,"PIBO"
"1396","968",2003,NA,43.98479,-118.726266,2.75,1.305,167,16.31,NA,0.25,55.57,1.505,NA,112,0.008,48,NA,NA,23.95,0.958,"PIBO"
"2042","1482",2005,NA,44.618727,-119.053847,3.8,1.593,167,16.48,NA,0.21,31.92,1.505,NA,125,0.016,12.65,NA,NA,161.68,105.982,"PIBO"
"239","195",2002,NA,47.33875,-113.029799,1.47,1.12,83,5.59,NA,0.26,55.3,1.504,NA,62,0.025,NA,NA,NA,0,0,"PIBO"
"248","204",2001,NA,47.326015,-113.598299,2.85,0.824,85,8.81,NA,0.36,85.18,1.504,NA,89,0.004,NA,NA,NA,364.71,51.438,"PIBO"
"6772","2186",2012,NA,48.369278,-116.80843,5.27,2.489,157.5,12.49,NA,0.23,58.41,1.503,NA,78,0.022,1.39,NA,NA,920.63,303.634,"PIBO"
"3752","395",2007,NA,45.657924,-115.870527,5.23,0.782,172.6,13.54,NA,0.4,61.47,1.502,NA,83,0.03,3.04,NA,NA,706.84,60.736,"PIBO"
"367","297",2003,NA,47.061037,-114.645127,2.87,4.027,186,12.5,NA,0.17,28.33,1.501,NA,108,0.036,6.33,NA,NA,220.43,71.708,"PIBO"
"5054","1006",2009,NA,44.812374,-118.683069,13.22,0.788,175.2,28.37,NA,0.47,73.63,1.501,NA,109,0.0275,24.33,NA,NA,867.58,684.846,"PIBO"
"4121","149",2008,NA,48.042701,-115.474528,14.84,1.196,273.4,27.72,NA,0.63,23.66,1.5,NA,121,0.05,0,NA,NA,208.49,76.545,"PIBO"
"3986","988",2007,NA,43.817792,-119.419035,3,0.813,198,10.48,NA,0.2,61.06,1.5,NA,102,0.008,23.49,NA,NA,95.96,44.845,"PIBO"
"6659","993",2012,NA,43.68806,-119.71968,3.55,0.686,163.2,12.95,NA,0.5,62.75,1.5,NA,138,0.015,2.23,NA,NA,42.89,2.37,"PIBO"
"6447","3181",2011,NA,48.5302813486,-115.134322496,5.6,0.248,129,10.76,NA,0.64,70.54,1.5,NA,126,0.002,76.17,NA,NA,116.28,6.734,"PIBO"
"4322","938",2008,NA,44.552324,-118.278348,3.43,1.035,166.2,25.92,NA,0.15,58.18,1.499,NA,131,0.015,55.33,NA,NA,174.49,20.635,"PIBO"
"1507","1050",2001,NA,44.368975,-120.143268,2.88,0.588,85,14.56,NA,0.37,69.18,1.499,NA,130,0.02,NA,NA,NA,11.76,0.201,"PIBO"
"7665","2292",2013,NA,45.58687,-115.866863,4.51,1.238,174.5,10.6,NA,0.23,50.95,1.499,NA,108,0.034,2.99,NA,NA,217.77,109.557,"PIBO"
"50","42",2001,NA,48.573136,-118.304851,8.07,1.45,218.6,34.21,NA,0.42,32.3,1.498,NA,124,0.05,NA,NA,NA,288.2,37.989,"PIBO"
"808","600",2001,NA,43.983801,-114.263328,3.61,1.241,83,21.13,NA,0.24,61.2,1.498,NA,125,0.04,NA,NA,NA,NA,NA,"PIBO"
"6683","1135",2012,NA,41.853894,-115.761365,3.5,1.198,174.5,9.36,NA,0.18,38.68,1.498,NA,108,0.018,20.36,NA,NA,0,0,"PIBO"
"5022","881",2009,NA,45.703973,-116.916692,3.22,0.729,129,10.06,NA,0.27,65.19,1.497,NA,112,NA,NA,NA,NA,NA,NA,"PIBO"
"7685","1184",2013,NA,42.277523,-118.267207,3.83,0.719,160,7.88,NA,0.93,99.31,1.497,NA,128,0.002,NA,NA,NA,0,0,"PIBO"
"4133","197",2008,NA,47.585278,-113.83056,8.85,2.594,159.6,30.88,NA,0.58,51.13,1.496,NA,109,0.0305,17.91,NA,NA,639.1,287.529,"PIBO"
"1178","813",2004,NA,43.942941,-115.975042,3.09,2.889,168.2,12.66,NA,0.23,20.57,1.496,NA,104,0.0215,17.11,NA,NA,95.12,10.529,"PIBO"
"5035","926",2009,NA,44.522341,-117.818453,1.71,4.268,123,20.03,NA,0.06,2.76,1.496,NA,145,NA,NA,NA,NA,NA,NA,"PIBO"
"6760","2170",2012,NA,45.057084,-118.457472,5.26,1.041,177.7,13.58,NA,0.32,40.46,1.496,NA,119,0.0415,2.75,NA,NA,196.96,57.829,"PIBO"
"5738","2952",2010,NA,48.571469,-116.928267,8.46,1.017,166.1,18.82,NA,0.67,37.51,1.496,NA,109,0.0385,18,NA,NA,126.43,20.093,"PIBO"
"6459","3193",2011,NA,44.5862078267,-118.870755527,4.02,1.222,126,15.26,NA,0.27,22.22,1.496,NA,140,0.022,15.73,NA,NA,47.62,29.421,"PIBO"
"4612","2693",2008,NA,47.379234,-113.247339,4.89,0.503,168.9,12.02,NA,0.44,37.48,1.495,NA,101,0.017,15.33,NA,NA,224.99,96.12,"PIBO"
"6303","1933",2011,NA,44.858365,-113.366441,4.9,2.055,217,18.81,NA,0.28,39.12,1.494,NA,100,0.034,7.91,NA,NA,202.76,75.155,"PIBO"
"3962","407",2007,NA,45.895732,-114.755186,3.93,1.666,164.5,11.69,NA,0.2,64.32,1.493,NA,112,0.0405,9.07,NA,NA,103.34,8.835,"PIBO"
"7819","1995",2013,NA,41.832242,-111.571358,2.63,2.617,173.5,8.87,NA,0.22,38.21,1.493,NA,105,0.025,8.19,NA,NA,11.53,1.786,"PIBO"
"2464","1040",2006,NA,44.263368,-119.982213,6.97,1.266,169.8,20.6,NA,0.23,33.98,1.492,NA,125,0.0065,53.9,NA,NA,441.7,173.713,"PIBO"
"5386","1309",2010,NA,48.02432,-114.438499,2.83,0.916,188.8,6.97,NA,0.27,62.18,1.492,NA,90,0.01,20.24,NA,NA,211.86,5.659,"PIBO"
"2577","1964",2006,NA,43.449512,-115.493574,2.18,2.821,163.4,8.73,NA,0.18,63.59,1.492,NA,112,0.018,20.01,NA,NA,48.96,8.727,"PIBO"
"7421","562",2013,NA,43.518533,-114.461625,2.41,2.446,170.9,16.36,NA,0,0,1.491,NA,140,0.002,NA,NA,NA,87.77,5.852,"PIBO"
"3982","900",2007,NA,45.219638,-117.236227,15.57,0.201,298.2,33.74,NA,1.55,100,1.491,NA,89,0.012,2.72,NA,NA,1140.17,407.61,"PIBO"
