"ReachID","SiteID","Year","Date","BRLat","BRLong","BFWidth","Grad","RchLen","BF_WDRatio","BF_Height","RPD ","PetPool","Sin ","PctDry","BankAngle","D50","PoolTailFines2","PctFines2","PctFines6","LWD_Freq","LWD_Vol","Program"
"1553","1093",2003,NA,44.942963,-119.764636,2.97,2.225,170.8,32.54,NA,0.25,27.99,1.146,NA,143,0.074,31.04,NA,NA,0,0,"PIBO"
"1559","1099",2001,NA,44.611189,-120.212323,6.06,0.974,107.8,NA,NA,0,0,1.146,NA,144,NA,NA,NA,NA,NA,NA,"PIBO"
"1565","1105",2004,NA,45.06139,-119.19254,3.3,0.764,123,NA,NA,NA,NA,1.146,NA,142,NA,NA,NA,NA,NA,NA,"PIBO"
"1574","1111",2004,NA,45.066839,-119.342984,8.53,2.115,122,NA,NA,NA,NA,1.146,NA,157,NA,NA,NA,NA,NA,NA,"PIBO"
"3711","1121",2007,NA,45.867176,-120.537823,7.7,1.813,123,34.59,NA,0.24,36.02,1.146,NA,122,NA,NA,NA,NA,NA,NA,"PIBO"
"1773","1258",2005,NA,48.676203,-118.590873,4.47,2.586,193.7,22.55,NA,0.25,18.48,1.146,NA,132,0.037,22.56,NA,NA,464.64,94.088,"PIBO"
"2152","1773",2006,NA,48.11548,-115.686317,9.65,4.988,244,16.82,NA,0.52,8.07,1.146,NA,105,0.153,4.33,NA,NA,463.11,417.613,"PIBO"
"7275","56",2013,NA,48.406593,-117.796058,2.59,4.026,161.2,6.77,NA,0.17,14.58,1.145,NA,106,0.027,11.2,NA,NA,514.89,207.636,"PIBO"
"4090","91",2008,NA,47.846611,-116.122074,4.8,2.652,164,17.03,NA,0.21,40.61,1.145,NA,125,0.0785,2.8,NA,NA,201.22,54.938,"PIBO"
"7311","129",2013,NA,48.999878,-114.762241,9.7,1.444,209.2,22.07,NA,0,0,1.145,NA,106,0.063,NA,NA,NA,296.37,82.418,"PIBO"
"1390","962",2003,NA,44.013348,-118.705899,3.11,2.454,161.4,35.4,NA,0.07,15.99,1.145,NA,146,0.027,24.67,NA,NA,0,0,"PIBO"
"4390","1090",2008,NA,44.713112,-119.280329,3.9,3.294,169.4,26.9,NA,0.19,16.88,1.145,NA,132,0.029,15.77,NA,NA,188.9,109.738,"PIBO"
"5060","1101",2009,NA,45.143978,-119.22289,NA,2.094,123.7,NA,NA,0.07,19.24,1.145,NA,168,0.014,NA,NA,NA,NA,NA,"PIBO"
"1904","1378",2005,NA,43.843329,-114.427833,10.39,2.121,289,35.34,NA,0.3,12.63,1.145,NA,102,0.085,1.67,NA,NA,79.58,22.983,"PIBO"
"1957","1415",2005,NA,45.057595,-116.614673,2.68,6.411,124,NA,NA,NA,NA,1.145,NA,118,NA,NA,NA,NA,NA,NA,"PIBO"
"6143","1859",2011,NA,44.629259,-115.526551,7.49,0.157,247.9,10.83,NA,0.82,78.38,1.145,NA,94,0.011,15.33,NA,NA,32.27,8.007,"PIBO"
"2310","2067",2006,NA,43.639735,-113.750499,9.1,2.353,168.3,26.64,NA,0.42,44.33,1.145,NA,112,0.065,2.67,NA,NA,237.67,54.698,"PIBO"
"6822","2250",2012,NA,46.717454,-109.342929,5.32,2.247,134.4,12.24,NA,0.31,12.28,1.145,NA,128,0.083,9.56,NA,NA,0,0,"PIBO"
"5107","2697",2009,NA,42.171385,-113.59783,3.48,5.007,147,18.34,NA,0.28,6.94,1.145,NA,129,NA,NA,NA,NA,NA,NA,"PIBO"
"5300","2912",2009,NA,45.989135,-110.184831,7.76,4.87,165.1,17.66,NA,0.24,12.05,1.145,NA,129,0.068,5.47,NA,NA,42.4,6.239,"PIBO"
"6938","3293",2012,NA,47.1223027778,-113.287663889,3.49,7.193,169.6,13.41,NA,0.14,25.12,1.145,NA,113,0.031,19.83,NA,NA,341.98,162.836,"PIBO"
"219","178",2001,NA,48.115886,-113.263195,10.08,0.802,242,31.97,NA,0.73,62.98,1.144,NA,132,0.04,NA,NA,NA,152.89,51.883,"PIBO"
"2234","331",2006,NA,46.352702,-116.048935,23.86,0.613,124,NA,NA,NA,NA,1.144,NA,161,NA,NA,NA,NA,NA,NA,"PIBO"
"631","461",2003,NA,45.489609,-113.828821,5.03,2.855,162.5,17.26,NA,0.19,22.28,1.144,NA,108,0.08,0.5,NA,NA,55.38,15.462,"PIBO"
"709","526",2003,NA,44.817874,-114.121211,4.44,3.811,164.8,22.63,NA,0.17,22.21,1.144,NA,121,0.052,2.83,NA,NA,327.67,74.594,"PIBO"
"5080","1130",2009,NA,41.764405,-116.033743,NA,1.354,167.6,NA,NA,0,0,1.144,NA,NA,NA,NA,NA,NA,NA,NA,"PIBO"
"5971","1779",2011,NA,48.51122,-115.695765,7.25,3.2,177.2,14.58,NA,0.33,29.46,1.144,NA,110,0.065,1.05,NA,NA,378.1,239.437,"PIBO"
"6081","1835",2011,NA,45.381443,-115.151677,2.45,8.644,159.3,6.21,NA,0.26,25.42,1.144,NA,80,0.058,25.08,NA,NA,320.15,28.753,"PIBO"
"6285","1915",2011,NA,45.317935,-110.288692,10.14,0.995,187.9,19.89,NA,0.5,23.26,1.144,NA,126,0.054,2.44,NA,NA,159.66,26.123,"PIBO"
"3876","2235",2007,NA,47.836263,-113.596031,10.75,1.092,229.9,28.59,NA,0.48,42.37,1.144,NA,112,0.1005,1.14,NA,NA,213.14,62.404,"PIBO"
"4495","2581",2008,NA,41.743261,-115.218731,4.17,2.582,122,17.18,NA,0.25,23.77,1.144,NA,129,NA,NA,NA,NA,NA,NA,"PIBO"
"7638","2674",2013,NA,45.452457,-112.847074,7.29,2.074,168.3,15.04,NA,0.4,36.48,1.144,NA,111,0.0355,2,NA,NA,95.07,22.858,"PIBO"
"4475","2694",2008,NA,44.663035,-113.37563,6.57,0.711,121,16.63,NA,0.39,20.25,1.144,NA,119,NA,NA,NA,NA,NA,NA,"PIBO"
"6500","3248",2012,NA,44.7756555556,-115.905947222,11.58,1.105,143,19.18,NA,0.35,41.68,1.144,NA,99,0.032,17.57,NA,NA,678.32,172.419,"PIBO"
"372","302",2002,NA,46.928352,-114.825183,9.93,1.619,252,29.98,NA,0.37,21.19,1.143,NA,130,0.096,NA,NA,NA,273.81,170.938,"PIBO"
"4905","361",2009,NA,46.702957,-115.611363,3.42,1.871,162.5,7.89,NA,0.21,71.82,1.143,NA,74,0.02,41.93,NA,NA,670.77,62.335,"PIBO"
"461","378",2003,NA,46.524597,-114.761886,12.98,1.561,287,35.01,NA,0.42,43.73,1.143,NA,122,0.036,7.5,NA,NA,425.09,996.584,"PIBO"
"638","468",2003,NA,44.788671,-113.41882,4.28,2.994,170,13.53,NA,0.19,13.59,1.143,NA,123,0.031,4.2,NA,NA,141.18,9.679,"PIBO"
"4262","648",2008,NA,44.577133,-114.259708,6.86,3.018,168,13.8,NA,0.2,12.62,1.143,NA,146,0.012,22.75,NA,NA,77.38,7.46,"PIBO"
"2451","1019",2006,NA,44.222249,-118.858664,8.77,0.863,163.4,28.41,NA,0.32,57.59,1.143,NA,134,0.0295,8.94,NA,NA,85.68,23.647,"PIBO"
"5252","1136",2009,NA,41.964781,-115.485609,1.65,1.414,166.9,11.7,NA,0.13,29.3,1.143,NA,120,0.002,16.47,NA,NA,5.99,0.406,"PIBO"
"2108","1311",2005,NA,47.963892,-114.351042,2.82,3.659,164,17.31,NA,0.23,27.44,1.143,NA,115,0.031,3.92,NA,NA,262.2,74.479,"PIBO"
"2311","1846",2006,NA,43.869271,-113.626635,2.34,4.321,165,10.62,NA,0.23,22.91,1.143,NA,90,0.006,78.94,NA,NA,351.52,48.726,"PIBO"
"6318","1948",2011,NA,46.673628,-111.581757,5.09,1.933,180,20.69,NA,0.22,4.83,1.143,NA,107,0.015,3.56,NA,NA,122.22,10.694,"PIBO"
"3746","2190",2007,NA,45.881536,-115.444375,6.59,0.484,122,19.15,NA,0.29,35.16,1.143,NA,102,NA,NA,NA,NA,81.97,22.271,"PIBO"
"4479","2559",2008,NA,46.635727,-110.330984,4.77,2.437,192,27.8,NA,0.15,14.43,1.143,NA,135,0.047,7.89,NA,NA,223.96,75.406,"PIBO"
"7687","3073",2013,NA,44.578845,-119.644871,22.41,0.673,459.1,20.29,NA,1.44,70.53,1.143,NA,140,0.012,1.11,NA,NA,0,0,"PIBO"
"6975","3310",2012,NA,44.6059305556,-118.790038889,2.68,4.392,120,7.32,NA,0.17,22.92,1.143,NA,103,0.022,20.68,NA,NA,175,147.74,"PIBO"
"2113","22",2006,NA,48.858404,-120.161358,12.35,2.372,247.9,21.58,NA,0.51,39.13,1.142,NA,129,0.063,23.2,NA,NA,746.27,470.44,"PIBO"
"103","80",2001,NA,48.784728,-116.552583,9.87,0.543,219.2,18.19,NA,0.56,57.57,1.142,NA,86,0.017,NA,NA,NA,748.18,219.218,"PIBO"
"2176","175",2006,NA,48.069458,-113.152256,11.84,0.438,258.2,36.71,NA,1,58.25,1.142,NA,111,0.041,35.78,NA,NA,460.88,130.483,"PIBO"
"4862","260",2009,NA,45.715136,-114.274491,5.65,4.929,168,10.2,NA,0.21,32.08,1.142,NA,80,0.025,25.55,NA,NA,892.86,272.05,"PIBO"
"6592","499",2012,NA,44.206033,-113.702592,6.67,1.619,168,12.08,NA,0.37,32.08,1.142,NA,108,0.063,1.44,NA,NA,23.81,6.683,"PIBO"
"7414","555",2013,NA,43.833273,-113.837026,5.49,2.112,132.6,20.05,NA,0.23,10.56,1.142,NA,129,0.018,3.23,NA,NA,0,0,"PIBO"
"5463","568",2010,NA,43.806529,-114.096339,14.83,0.809,254.5,52.12,NA,0.72,26.09,1.142,NA,100,0.055,9.17,NA,NA,180.75,63.783,"PIBO"
"7430","578",2013,NA,43.848026,-115.049319,13.58,1.73,302.9,28.13,NA,0.88,11.65,1.142,NA,124,0.11,0,NA,NA,135.36,37.319,"PIBO"
"773","580",2003,NA,43.606788,-115.27805,8.59,3.025,204,25.82,NA,0.27,14.46,1.142,NA,135,0.17,0,NA,NA,88.24,23.481,"PIBO"
"1434","1000",2003,NA,44.880239,-118.579504,2.31,6.469,162,16.07,NA,0.16,33.46,1.142,NA,102,0.06,1.33,NA,NA,432.1,106.619,"PIBO"
"5099","1169",2009,NA,41.971432,-113.432724,2.21,3.838,209.5,8.06,NA,0.13,11.46,1.142,NA,115,0.018,15.19,NA,NA,23.87,0.564,"PIBO"
"3745","2172",2007,NA,45.882945,-115.446114,7.16,0.508,195,17.39,NA,0.35,34.97,1.142,NA,115,0.051,9.24,NA,NA,NA,NA,"PIBO"
"3801","2229",2007,NA,46.194529,-114.270907,11.8,0.367,289,18.36,NA,1.08,85.29,1.142,NA,76,0.06,0.8,NA,NA,550.17,137.854,"PIBO"
"6831","2259",2012,NA,47.090957,-116.639272,2.55,1.275,166.3,4.31,NA,0.28,54.06,1.142,NA,74,0.002,21.09,NA,NA,457.01,53.368,"PIBO"
"3966","2275",2007,NA,46.967134,-112.321266,5.48,2.11,177.7,23.25,NA,0.19,27.57,1.142,NA,131,0.071,0.83,NA,NA,112.55,98.774,"PIBO"
"4500","2586",2008,NA,46.24718,-111.69069,1.43,2.657,166,13.55,NA,0.21,18.43,1.142,NA,122,0.002,90.53,NA,NA,0,0,"PIBO"
"7584","2588",2013,NA,46.277264,-111.755132,3.53,2.439,167.7,10.93,NA,0.18,37.63,1.142,NA,108,0.036,5.27,NA,NA,143.11,71.609,"PIBO"
"5729","2941",2010,NA,43.45336,-115.10369,5.54,1.451,122,14.18,NA,0.26,26.97,1.142,NA,120,NA,NA,NA,NA,NA,NA,"PIBO"
"4075","61",2008,NA,48.307446,-117.4206,4.85,3.318,170,14.07,NA,0.29,14.94,1.141,NA,112,0.074,1.2,NA,NA,217.65,37.621,"PIBO"
"3640","230",2007,NA,46.685937,-112.465252,3.17,1.902,194,15.02,NA,0.22,29.59,1.141,NA,123,0.002,64.57,NA,NA,103.09,65.223,"PIBO"
"547","410",2003,NA,45.707991,-114.718343,9.09,1.949,198,29.4,NA,0.38,32.63,1.141,NA,115,0.168,0.5,NA,NA,95.96,71.603,"PIBO"
"6595","503",2012,NA,44.281343,-113.329185,8.41,1.04,117.3,19.3,NA,0.74,44.59,1.141,NA,126,0.0715,3.87,NA,NA,127.88,12.359,"PIBO"
"4987","679",2009,NA,44.693466,-114.749457,5.44,3.362,172.2,12.22,NA,0.27,17.48,1.141,NA,112,0.044,6,NA,NA,121.95,20.331,"PIBO"
"1358","936",2004,NA,44.404137,-118.34041,NA,2.976,127,NA,NA,NA,NA,1.141,NA,94,NA,NA,NA,NA,NA,NA,"PIBO"
"3694","991",2007,NA,43.850471,-119.599509,4.23,0.667,120,19.33,NA,0.19,51.92,1.141,NA,137,NA,NA,NA,NA,NA,NA,"PIBO"
"7522","1033",2013,NA,44.316763,-119.172877,3.71,2.268,168,12.82,NA,0.2,53.93,1.141,NA,111,0.012,23.58,NA,NA,732.14,250.735,"PIBO"
"1569","1106",2004,NA,44.973398,-119.284868,6.67,1.991,184.3,28.85,NA,0.23,30.6,1.141,NA,136,0.0575,2.69,NA,NA,16.28,1.549,"PIBO"
"1860","1338",2005,NA,46.599749,-114.893303,13.13,1.469,279.8,37.48,NA,0.76,32.13,1.141,NA,115,0.071,3.17,NA,NA,NA,NA,"PIBO"
"5476","1388",2010,NA,44.127486,-114.49862,7.28,1.841,195,14.74,NA,0.41,26.36,1.141,NA,94,0.068,1.22,NA,NA,10.26,4.895,"PIBO"
"2041","1481",2005,NA,44.842323,-118.889341,6.9,4.856,125,NA,NA,NA,NA,1.141,NA,133,NA,NA,NA,NA,NA,NA,"PIBO"
"6482","3230",2012,NA,46.112775,-114.005461111,4.34,4.528,127.2,9.75,NA,0.23,36.87,1.141,NA,93,0.052,4.4,NA,NA,243.71,65.935,"PIBO"
"6491","3239",2012,NA,43.6985888889,-114.783611111,4.18,2.297,128,11.63,NA,0.17,31.48,1.141,NA,109,0.1,0.87,NA,NA,93.75,37.752,"PIBO"
"684","505",2002,NA,44.344745,-113.344805,3.39,4.084,125.6,NA,NA,NA,NA,1.14,NA,114,NA,NA,NA,NA,NA,NA,"PIBO"
"1316","907",2001,NA,45.424899,-118.157809,8.73,1.831,207.5,43.59,NA,0.27,31.33,1.14,NA,120,0.06,NA,NA,NA,86.75,28.409,"PIBO"
"5376","1299",2010,NA,47.803477,-115.178069,7.2,1.757,166.2,14.49,NA,0.4,55.29,1.14,NA,94,0.051,0.67,NA,NA,312.88,162.287,"PIBO"
"1843","1325",2005,NA,46.897405,-112.872101,3.27,6.189,122,NA,NA,NA,NA,1.14,NA,91,NA,NA,NA,NA,NA,NA,"PIBO"
"5448","1365",2010,NA,45.124385,-114.15221,2.91,2.172,182.8,6.43,NA,0.49,43.87,1.14,NA,67,0.075,4.33,NA,NA,16.41,4.238,"PIBO"
"5456","1372",2010,NA,45.176344,-114.528453,7.7,1.448,163,19.89,NA,0.24,23.74,1.14,NA,103,0.041,3.33,NA,NA,742.33,118.149,"PIBO"
"3600","1997",2004,NA,41.829479,-111.57382,1.99,4.042,166,10.07,NA,0.22,70.12,1.14,NA,85,0.029,7.44,NA,NA,30.12,3.348,"PIBO"
"3961","2314",2007,NA,46.051996,-114.640636,12.57,1.066,290,34.93,NA,0.38,21.24,1.14,NA,110,0.065,9.83,NA,NA,265.52,123.543,"PIBO"
"184","148",2003,NA,47.977891,-115.395759,13.16,0.793,245.8,40.09,NA,0.25,27.79,1.139,NA,131,0.06,1.67,NA,NA,73.23,14.935,"PIBO"
"4177","410",2008,NA,45.707991,-114.718343,10.06,1.912,193,20.95,NA,0.41,28.24,1.139,NA,125,0.162,2.78,NA,NA,227.98,739.105,"PIBO"
"642","472",2003,NA,44.622912,-113.564359,7.47,2.62,163,20.15,NA,0.4,31.1,1.139,NA,96,0.042,3.35,NA,NA,380.37,43.205,"PIBO"
"1285","886",2004,NA,45.916138,-117.009284,4.95,3.024,170,25.39,NA,0.3,13.35,1.139,NA,98,0.074,0.33,NA,NA,82.35,44.137,"PIBO"
"1531","1073",2003,NA,44.44246,-120.570775,4,1.502,193.7,33.73,NA,0.28,40.58,1.139,NA,111,0.048,0.83,NA,NA,51.63,2.825,"PIBO"
"5370","1296",2010,NA,47.545359,-115.001587,7.19,1.508,182.4,19.82,NA,0.34,39.86,1.139,NA,108,0.028,15.31,NA,NA,526.32,140.908,"PIBO"
"2039","1554",2005,NA,44.766619,-118.791325,5.12,1.453,165.9,23.43,NA,0.24,47.62,1.139,NA,127,0.028,7.09,NA,NA,421.94,135.247,"PIBO"
"2553","1948",2006,NA,46.673628,-111.581757,3.45,2.154,172.7,16.89,NA,0.14,33.7,1.139,NA,118,0.02,10.19,NA,NA,162.13,12.897,"PIBO"
"4414","2081",2008,NA,46.469218,-114.541625,15.31,1.824,424.9,26.35,NA,0.54,14.85,1.139,NA,128,0.304,0.33,NA,NA,122.38,49.59,"PIBO"
"6735","2141",2012,NA,47.019925,-114.981229,14.5,1.363,314.7,21.96,NA,0.56,32.86,1.139,NA,89,0.078,0.1,NA,NA,270.1,51.732,"PIBO"
"4576","2669",2008,NA,44.53774,-118.241934,3.96,2.577,123,25.26,NA,0.14,38.7,1.139,NA,139,NA,NA,NA,NA,NA,NA,"PIBO"
"7283","65",2013,NA,48.621916,-117.393313,7.27,1.429,178.5,20.99,NA,0.22,31.71,1.138,NA,122,0.05,7.5,NA,NA,162.46,10.034,"PIBO"
"380","307",2001,NA,47.278567,-115.125494,7.11,1.175,171,34.87,NA,0.45,29.53,1.138,NA,119,0.066,NA,NA,NA,NA,NA,"PIBO"
"423","349",2001,NA,45.575732,-116.217426,3.27,8.155,82.4,12.35,NA,NA,NA,1.138,NA,116,0.051,NA,NA,NA,254.85,51.135,"PIBO"
"6585","445",2012,NA,45.254112,-115.659982,5.94,1.935,103.9,13.97,NA,0.22,4.91,1.138,NA,138,0.0935,2,NA,NA,28.87,1.064,"PIBO"
"934","673",2004,NA,45.174319,-114.723257,7.11,3.505,175.2,24.53,NA,0.32,36.93,1.138,NA,126,0.127,0.11,NA,NA,39.95,5.515,"PIBO"
"4991","683",2009,NA,44.194694,-114.98686,2.93,0.188,170.3,4.73,NA,0.49,43.22,1.138,NA,88,0.008,8.41,NA,NA,46.98,5.838,"PIBO"
"956","689",2003,NA,44.126169,-115.410849,9.04,1.784,220.8,24.05,NA,0.42,24.05,1.138,NA,117,0.079,8.44,NA,NA,167.57,35.63,"PIBO"
"4278","691",2008,NA,44.285439,-114.913798,1.33,1.59,122,6.43,NA,0.22,62.38,1.138,NA,100,NA,NA,NA,NA,NA,NA,"PIBO"
"7374","804",2013,NA,45.255563,-116.601818,8.01,1.915,204.7,14.4,NA,0.36,69.57,1.138,NA,87,0.024,6.93,NA,NA,1235.96,505.414,"PIBO"
"5034","925",2009,NA,44.539158,-117.771204,1.99,2.255,188.5,8.76,NA,0.09,27.11,1.138,NA,142,0.0115,18.17,NA,NA,106.1,58.038,"PIBO"
"7678","1177",2013,NA,42.002531,-120.020714,3.12,1.74,169,9.41,NA,0.26,39.05,1.138,NA,133,0.0305,5.4,NA,NA,82.84,4.437,"PIBO"
"1858","1337",2005,NA,47.557144,-116.030378,3.16,2.468,171.8,13.61,NA,0.16,13.45,1.138,NA,118,0.0355,3.14,NA,NA,69.85,7.611,"PIBO"
"5457","1373",2010,NA,45.104211,-114.16262,4.98,3.032,169.5,12.82,NA,0.29,11.21,1.138,NA,84,0.06,0,NA,NA,100.29,197.254,"PIBO"
"1921","1393",2005,NA,43.964384,-114.511274,24.48,1.215,121,NA,NA,NA,NA,1.138,NA,127,NA,NA,NA,NA,NA,NA,"PIBO"
"2081","1516",2005,NA,43.590403,-115.018959,8.9,3.658,228.8,31.32,NA,0.25,12.5,1.138,NA,127,0.035,12.67,NA,NA,126.75,129.935,"PIBO"
"2555","1950",2006,NA,46.850119,-111.732471,5.77,1.855,174.7,14.97,NA,0.24,22.44,1.138,NA,133,0.088,8.93,NA,NA,80.14,9.741,"PIBO"
"7699","1963",2013,NA,44.043835,-115.956339,5.01,2.198,161.5,14.22,NA,0.15,21.86,1.138,NA,133,0.105,22.58,NA,NA,142.41,122.304,"PIBO"
"4505","2597",2008,NA,48.729843,-117.494135,1.6,0.852,122,10.31,NA,0.19,42.3,1.138,NA,100,NA,NA,NA,NA,NA,NA,"PIBO"
"85","71",2002,NA,48.455816,-117.348572,3.7,0.542,83,13.21,NA,0.29,44.22,1.137,NA,85,0.004,NA,NA,NA,265.06,123.392,"PIBO"
"4216","519",2008,NA,44.916322,-114.113394,3.35,3.414,174,14.08,NA,0.16,19.37,1.137,NA,114,0.02,12.19,NA,NA,17.24,1.742,"PIBO"
"4227","550",2008,NA,43.763381,-113.8952,5.33,1.845,173.4,10.65,NA,0.36,25.2,1.137,NA,83,0.0715,3.81,NA,NA,74.97,33.149,"PIBO"
"4983","675",2009,NA,44.659573,-114.654265,3.15,2.69,171,10.68,NA,0.21,39.59,1.137,NA,105,0.061,3.56,NA,NA,35.09,5.097,"PIBO"
"7453","691",2013,NA,44.285439,-114.913798,1.41,1.546,115.1,4.94,NA,0.2,62.12,1.137,NA,86,0.006,36.84,NA,NA,104.26,11.447,"PIBO"
"3950","841",2007,NA,44.714508,-116.222064,7.96,1.679,166.2,35.83,NA,0.22,45.43,1.137,NA,96,0.09,2.48,NA,NA,102.29,28.43,"PIBO"
"1527","1069",2003,NA,44.403681,-120.526152,1.11,6.941,118,NA,NA,NA,NA,1.137,NA,117,NA,NA,NA,NA,NA,NA,"PIBO"
"5088","1140",2009,NA,41.831245,-115.567989,6.48,1.831,178,15.06,NA,0.34,13.88,1.137,NA,136,0.044,19.42,NA,NA,22.47,5.167,"PIBO"
"3845","2195",2007,NA,44.956457,-115.947638,11.87,0.851,289,26.13,NA,0.49,63.46,1.137,NA,96,0.074,9.22,NA,NA,366.78,71.762,"PIBO"
"6862","2297",2012,NA,47.241485,-112.943005,6.65,2.825,175.9,13.71,NA,0.22,24.73,1.137,NA,131,0.073,0.44,NA,NA,238.77,131.395,"PIBO"
"6933","3288",2012,NA,47.1754055556,-113.307086111,6.48,4.368,168.5,13.31,NA,0.28,14.36,1.137,NA,87,0.0635,0.86,NA,NA,670.62,131.419,"PIBO"
"2166","134",2006,NA,48.596953,-115.062218,6.8,1.488,188.2,29.79,NA,0.24,33.21,1.136,NA,121,0.08,9.07,NA,NA,249.73,78.855,"PIBO"
"7325","183",2013,NA,48.011875,-113.476615,11.83,1.787,262.5,26.23,NA,0.43,26.13,1.136,NA,137,0.109,0.33,NA,NA,68.57,12.949,"PIBO"
"6639","899",2012,NA,45.687905,-117.777468,4.9,2.667,108,12.02,NA,0.31,28.8,1.136,NA,121,0.1475,0,NA,NA,0,0,"PIBO"
"1368","944",2003,NA,44.33253,-118.176113,2.75,4.629,116,NA,NA,NA,NA,1.136,NA,124,NA,NA,NA,NA,NA,NA,"PIBO"
"4337","961",2008,NA,43.73369,-118.800293,4.87,2.197,168.9,19.92,NA,0.26,27.18,1.136,NA,117,0.0365,6.51,NA,NA,88.81,9.365,"PIBO"
"1528","1070",2003,NA,44.391476,-120.666085,3.25,2.063,166.3,21.93,NA,0,0,1.136,NA,131,0.028,NA,NA,NA,24.05,4.394,"PIBO"
"3707","1083",2007,NA,45.515621,-120.859251,2.32,6.595,121,8.94,NA,0,0,1.136,NA,124,NA,NA,NA,NA,NA,NA,"PIBO"
"5061","1102",2009,NA,44.977626,-119.467075,6.24,1.599,192,26.85,NA,0.21,28.18,1.136,NA,146,0.1135,1.12,NA,NA,93.75,105.956,"PIBO"
"2055","1492",2005,NA,45.106084,-120.589773,10.57,1.4,125,NA,NA,0,0,1.136,NA,145,NA,NA,NA,NA,NA,NA,"PIBO"
"5536","1672",2010,NA,45.956797,-117.79169,6.64,2.961,161.1,16.89,NA,0.41,20.42,1.136,NA,118,0.0635,0.4,NA,NA,285.54,68.427,"PIBO"
"2117","1761",2006,NA,48.847956,-118.347964,5.18,2.063,168.2,13.51,NA,0.28,59.22,1.136,NA,102,0.0055,38.05,NA,NA,701.55,193.845,"PIBO"
"4000","2300",2007,NA,47.136749,-113.00371,8.43,1.424,165,22.89,NA,0,0,1.136,NA,123,0.051,NA,NA,NA,418.18,147.839,"PIBO"
"5858","3057",2010,NA,45.253236,-109.452864,5.92,2.568,183.4,15.58,NA,0.22,9.16,1.136,NA,113,0.051,5.36,NA,NA,92.69,15.336,"PIBO"
"7103","3343",2012,NA,46.8907083333,-112.520819444,2.4,1.856,169.2,7.44,NA,0.23,28.78,1.136,NA,128,0.002,92.74,NA,NA,53.19,3.999,"PIBO"
"5961","121",2011,NA,47.993898,-115.993618,10.3,0.717,181.2,27.94,NA,0.4,57.95,1.135,NA,101,0.054,2.27,NA,NA,149.01,23.443,"PIBO"
"148","124",2001,NA,48.587406,-115.911657,6.37,1.135,133,19.18,NA,0.23,35.94,1.135,NA,124,0.022,NA,NA,NA,759.4,147.937,"PIBO"
"2191","193",2006,NA,47.65161,-113.37023,14.02,0.156,345.1,27.77,NA,0.32,87.92,1.135,NA,118,0.055,2.25,NA,NA,356.42,96.248,"PIBO"
"379","306",2001,NA,47.375666,-115.259785,9.18,1.088,173.7,18.6,NA,0.48,47.21,1.135,NA,114,0.078,NA,NA,NA,178.47,65.789,"PIBO"
"4916","372",2009,NA,46.750819,-115.053954,6.83,1.918,184.6,14.37,NA,0.25,22.16,1.135,NA,112,0.089,0.83,NA,NA,211.27,113.921,"PIBO"
"556","417",2003,NA,45.714562,-114.861095,12.77,1.033,275,48.97,NA,0.53,33.75,1.135,NA,96,0.066,6,NA,NA,280,50.271,"PIBO"
"7390","472",2013,NA,44.622912,-113.564359,6.64,1.636,158.3,15.01,NA,0.45,50.16,1.135,NA,87,0.0515,5.67,NA,NA,322.17,65.244,"PIBO"
"2343","683",2006,NA,44.194694,-114.98686,3.39,0.18,167,11.32,NA,0.45,51.74,1.135,NA,64,0.0095,41.06,NA,NA,41.92,5.454,"PIBO"
"7464","870",2013,NA,45.733089,-117.250412,3.27,1.204,186.9,14.4,NA,0.24,34.62,1.135,NA,127,0.0365,43.04,NA,NA,42.8,20.797,"PIBO"
"4338","962",2008,NA,44.013348,-118.705899,3.63,2.498,152.1,21.74,NA,0.06,19,1.135,NA,149,0.0205,8.55,NA,NA,0,0,"PIBO"
"1589","1125",2004,NA,41.605337,-115.907558,6.2,0.995,171.9,50.87,NA,0.24,48.4,1.135,NA,130,0.017,13.7,NA,NA,34.9,7.84,"PIBO"
"6758","2168",2012,NA,46.101054,-114.283574,11.04,0.856,224.2,13.76,NA,0.53,51.29,1.135,NA,86,0.097,5.67,NA,NA,276.54,59.571,"PIBO"
"7630","2663",2013,NA,45.044516,-111.749673,10.04,2.427,144.2,31.92,NA,0.23,23.09,1.135,NA,111,0.041,3.6,NA,NA,69.35,4.711,"PIBO"
"5117","2728",2009,NA,46.665344,-111.378597,2.63,2.705,166,13.24,NA,0,0,1.135,NA,114,0.031,NA,NA,NA,0,0,"PIBO"
"6455","3189",2011,NA,44.5121053815,-118.97103039,4,1.587,126,17.04,NA,0.41,23.97,1.135,NA,144,0.0515,3.5,NA,NA,142.86,23.811,"PIBO"
"440","361",2004,NA,46.702957,-115.611363,3.73,1.829,169.5,15.81,NA,0.23,77.64,1.134,NA,78,0.02,6.34,NA,NA,613.57,60.652,"PIBO"
"6094","537",2011,NA,44.533461,-113.979936,10.07,3.126,111,60.77,NA,0.14,7.39,1.134,NA,145,0.002,50.33,NA,NA,135.14,4.057,"PIBO"
"5024","883",2009,NA,45.603857,-116.759255,8.86,3.16,175,21.15,NA,0.53,16.23,1.134,NA,133,0.072,3.5,NA,NA,314.29,347.804,"PIBO"
